"ID","Afqt80","Afqt89","Afqt06"
"10659","70","50","46265"
"10660","42","40","48048"
"10661","26","20","20039"
"10662","27","31","22235"
"10663","53","59","50897"
"10664","24","22","28329"
"10665","23","24","20910"
"10666","18","23","23168"
"10667","36","35","28454"
"10668","9","6","4212"
"10669",".",".","."
"10670","16","15","20173"
"10671","25","28","19924"
"10672","23","25","30100"
"10673","46","49","29939"
"10674","71","69","67961"
"10675",".",".","."
"10676","20","15","15517"
"10677","27","36","34574"
"10678","76","85","87673"
"10679","73","61","50483"
"10680","8","5","2043"
"10681","79","63","61009"
"10682","53","54","51301"
"10683","57","51","49113"
"10684","82","86","86393"
"10685","45","44","47478"
"10686","77","61","57062"
"10687","69","57","44123"
"10688","44","56","47397"
"10689","66","66","72537"
"10690","36","34","21583"
"10691","75","72","66954"
"10692","87","80","76978"
"10693","81","73","70478"
"10694","42","42","35710"
"10695","75","68","75215"
"10696","59","62","46327"
"10697","51","43","39290"
"10698","32","25","23280"
"10699","22","23","17481"
"10700","66","69","56119"
"10701","89","81","86334"
"10702",".",".","."
"10703","34","29","26944"
"10704","6","8","10517"
"10705","71","45","39389"
"10706","52","53","49726"
"10707","41","30","30584"
"10708","39","31","26547"
"10709","47","37","28178"
"10710","9","14","12826"
"10711","69","67","60808"
"10712","15","17","16706"
"10713",".",".","."
"10714","74","64","50085"
"10715","53","50","46167"
"10716","35","36","28920"
"10717","84","87","82525"
"10718","20","21","20762"
"10719",".",".","."
"10720","53","62","43996"
"10721","91","86","79396"
"10722","9","4","4176"
"10723",".",".","."
"10724","86","94","84554"
"10725","27","25","20073"
"10726","23","22","12131"
"10727",".",".","."
"10728","68","65","69607"
"10729","13","13","18816"
"10730","43","41","26698"
"10731","66","80","78903"
"10732","74","54","60171"
"10733","26","22","18294"
"10734",".",".","."
"10735","39","44","36938"
"10736","27","35","27936"
"10737","49","37","31961"
"10738","75","71","58926"
"10739","39","39","39173"
"10740","7","6","6705"
"10741",".",".","."
"10742","28","24","13356"
"10743","63","55","43903"
"10744","68","68","75562"
"10745","79","77","71115"
"10746","83","80","80353"
"10747","60","68","63374"
"10748","64","78","60761"
"10749",".",".","."
"10750","75","63","57114"
"10751","48","42","40192"
"10752","75","70","55606"
"10753","48","52","44779"
"10754","49","50","43032"
"10755","32","35","32036"
"10756","91","87","83156"
"10757","76","77","83378"
"10758","94","90","85321"
"10759",".",".","."
"10760","18","15","11743"
"10761","72","72","66200"
"10762","38","35","31611"
"10763","74","68","61772"
"10764","67","78","58548"
"10765","33","31","25102"
"10766","65","54","58441"
"10767","35","32","35528"
"10768","71","51","54084"
"10769","63","45","37227"
"10770","43","53","52787"
"10771","57","62","66049"
"10772","15","14","20001"
"10773","25","21","12214"
"10774","91","81","85026"
"10775","91","86","82429"
"10776","85","90","77059"
"10777","85","90","90050"
"10778","82","82","66973"
"10779","69","56","66897"
"10780","36","45","41598"
"10781","46","35","40282"
"10782",".",".","."
"10783","67","76","76922"
"10784",".",".","."
"10785",".",".","."
"10786","27","29","30334"
"10787","43","43","33796"
"10788","40","41","33530"
"10789","40","48","48191"
"10790","58","67","70113"
"10791",".",".","."
"10792","56","58","53903"
"10793","68","74","71889"
"10794","27","33","33162"
"10795","25","21","20865"
"10796","16","13","13053"
"10797","45","40","30841"
"10798","46","38","37092"
"10799","17","17","16028"
"10800","46","54","44628"
"10801","44","46","47288"
"10802","41","43","39520"
"10803",".",".","."
"10804","68","61","58085"
"10805","23","21","14716"
"10806","26","20","11486"
"10807",".",".","."
"10808","77","68","70166"
"10809","27","25","27163"
"10810","13","14","9233"
"10811","77","73","72385"
"10812","60","45","35314"
"10813","34","29","27233"
"10814","14","16","16428"
"10815",".",".","."
"10816","25","29","30220"
"10817","37","32","29277"
"10818","84","80","78419"
"10819","27","23","28578"
"10820","25","26","27282"
"10821","36","43","35818"
"10822","41","37","31724"
"10823","48","42","40582"
"10824","96","95","87233"
"10825",".",".","."
"10826","28","31","26656"
"10827",".",".","."
"10828","82","78","62756"
"10829","63","70","57075"
"10830","94","94","96949"
"10831","14","12","8961"
"10832","49","47","51816"
"10833","70","68","75331"
"10834","65","52","43116"
"10835","53","48","37404"
"10836","64","62","50568"
"10837","88","92","94230"
"10838","85","73","71450"
"10839","56","56","49813"
"10840","87","70","70372"
"10841","27","27","26451"
"10842","16","16","14302"
"10843","46","46","48237"
"10844","10","13","20076"
"10845","49","46","44762"
"10846","32","38","26478"
"10847","19","20","12506"
"10848","30","22","20721"
"10849","42","31","26024"
"10850","91","86","78186"
"10851",".",".","."
"10852","9","9","12210"
"10853","5","5","5233"
"10854","16","13","10642"
"10855","6","7","7888"
"10856","41","32","28509"
"10857","26","25","18061"
"10858","40","43","35241"
"10859","35","38","40394"
"10860","25","29","31831"
"10861","7","8","4976"
"10862","32","36","31478"
"10863","46","42","35765"
"10864",".",".","."
"10865","39","29","33110"
"10866","14","9","7419"
"10867","17","21","21440"
"10868","63","43","50447"
"10869","10","7","5249"
"10870","52","57","55747"
"10871",".",".","."
"10872","77","74","65529"
"10873","34","37","33168"
"10874","71","70","60108"
"10875","40","38","36699"
"10876","25","26","17919"
"10877","45","47","39737"
"10878","27","24","14709"
"10879","32","37","32839"
"10880","54","65","52113"
"10881","86","84","90877"
"10882","50","63","50756"
"10883","26","21","20426"
"10884","58","63","62334"
"10885","62","63","43787"
"10886","88","95","92595"
"10887","47","59","55903"
"10888","74","77","80672"
"10889","49","46","46847"
"10890","97","95","91641"
"10891","42","45","53298"
"10892","79","80","78949"
"10893","30","28","25470"
"10894","63","54","47506"
"10895","16","15","21232"
"10896","19","21","25902"
"10897",".",".","."
"10898","22","26","18286"
"10899",".",".","."
"10900","31","27","30780"
"10901","30","31","28733"
"10902","43","48","49611"
"10903","27","39","44867"
"10904","67","63","61944"
"10905",".",".","."
"10906","72","57","62814"
"10907","17","19","24368"
"10908","14","12","4708"
"10909","65","49","38854"
"10910",".",".","."
"10911","15","18","10723"
"10912",".",".","."
"10913","56","54","50012"
"10914","45","49","47520"
"10915","62","53","37755"
"10916","87","85","87026"
"10917","73","63","63883"
"10918","46","53","47801"
"10919","83","74","64716"
"10920","49","47","49961"
"10921","22","19","12601"
"10922","58","48","44035"
"10923","57","49","53958"
"10924","87","90","85278"
"10925","29","32","21047"
"10926","93","90","76911"
"10927","95","96","89276"
"10928","67","62","62632"
"10929","67","66","60164"
"10930","84","87","89914"
"10931","75","68","62556"
"10932","43","44","47765"
"10933","38","32","26518"
"10934","53","61","51619"
"10935","77","69","51255"
"10936","69","63","61637"
"10937","58","51","52225"
"10938","40","33","30934"
"10939","83","62","67723"
"10940","44","49","34955"
"10941","11","10","8855"
"10942","94","84","86030"
"10943","27","29","32603"
"10944","73","71","63937"
"10945","39","51","50287"
"10946","64","67","73340"
"10947",".",".","."
"10948","58","54","47909"
"10949","87","90","85643"
"10950","68","62","46781"
"10951","18","20","11339"
"10952","46","42","47315"
"10953",".",".","."
"10954",".",".","."
"10955","54","53","43783"
"10956","23","25","26560"
"10957","99","98","96042"
"10958","37","32","32524"
"10959","72","67","60173"
"10960","82","73","74370"
"10961",".",".","."
"10962",".",".","."
"10963","27","21","15819"
"10964","73","65","64334"
"10965","26","32","31792"
"10966","41","61","51548"
"10967","9","6","6722"
"10968","20","29","31499"
"10969","25","30","26311"
"10970","44","42","52075"
"10971","55","56","57278"
"10972","20","17","15147"
"10973","82","73","71254"
"10974","26","25","24006"
"10975","71","66","58802"
"10976",".",".","."
"10977","72","70","80524"
"10978","65","61","51822"
"10979",".",".","."
"10980","17","19","12757"
"10981","93","84","83098"
"10982",".",".","."
"10983","13","15","11427"
"10984","14","18","13877"
"10985","54","47","37523"
"10986","88","86","86605"
"10987","97","91","91587"
"10988","46","46","47103"
"10989","21","25","23495"
"10990","25","27","29607"
"10991","24","29","26252"
"10992","90","84","78195"
"10993","18","31","21297"
"10994","35","34","29850"
"10995","29","31","23664"
"10996","30","29","19881"
"10997","75","65","44453"
"10998","45","39","43460"
"10999","76","76","62725"
"11000","78","70","73974"
"11001","6","6","7595"
"11002","63","66","54413"
"11003","68","72","76706"
"11004","81","68","58940"
"11005","12","15","10926"
"11006","14","18","17605"
"11007",".",".","."
"11008","49","50","46199"
"11009","91","77","68160"
"11010","69","67","49696"
"11011","7","10","8687"
"11012","10","12","6803"
"11013","64","51","51214"
"11014","68","58","69051"
"11015","89","73","58979"
"11016","70","68","70964"
"11017","35","35","27750"
"11018","48","42","41853"
"11019","16","19","13929"
"11020","44","42","43795"
"11021","20","29","19180"
"11022",".",".","."
"11023","23","28","28058"
"11024",".",".","."
"11025","34","32","22958"
"11026","46","53","56430"
"11027","55","46","37578"
"11028","67","73","77392"
"11029","70","75","78903"
"11030","34","28","20420"
"11031","60","63","68762"
"11032","86","92","93600"
"11033","97","86","85352"
"11034","57","54","69361"
"11035","69","48","52704"
"11036","83","81","69947"
"11037","22","15","15108"
"11038","60","70","82425"
"11039","32","39","46696"
"11040","38","42","37255"
"11041","37","42","45809"
"11042","14","11","11777"
"11043","29","36","28679"
"11044","43","42","29362"
"11045","36","39","28259"
"11046","21","25","17604"
"11047","54","61","52926"
"11048","69","67","69966"
"11049","12","14","12840"
"11050","12","16","19144"
"11051",".",".","."
"11052","74","75","69011"
"11053","72","73","80092"
"11054","39","34","27359"
"11055","7","8","10911"
"11056","12","11","12318"
"11057","93","86","85423"
"11058","99","95","91105"
"11059","31","32","28375"
"11060","16","14","15042"
"11061","71","64","52834"
"11062","35","30","34306"
"11063",".",".","."
"11064","79","71","73503"
"11065","23","19","11506"
"11066","98","94","92370"
"11067","8","5","5783"
"11068","17","23","24474"
"11069","16","15","13637"
"11070","7","10","8684"
"11071","53","57","48853"
"11072","38","29","26160"
"11073","83","72","63340"
"11074","39","33","30056"
"11075","67","63","48788"
"11076","70","82","80141"
"11077","28","21","18764"
"11078","13","10","8785"
"11079","73","53","53275"
"11080","44","35","28207"
"11081","32","43","33576"
"11082","25","27","15725"
"11083","36","27","30985"
"11084","7","4","2044"
"11085","8","9","9921"
"11086","44","48","53396"
"11087","17","19","16460"
"11088","13","11","9979"
"11089","69","62","43299"
"11090","22","19","23694"
"11091","32","27","22720"
"11092","16","13","11156"
"11093",".",".","."
"11094",".",".","."
"11095","17","13","15068"
"11096","8","8","7320"
"11097","26","35","29771"
"11098","37","34","28721"
"11099","92","88","83849"
"11100","30","35","37281"
"11101","27","24","24292"
"11102","17","13","13783"
"11103","46","38","31781"
"11104","8","9","9688"
"11105","36","25","31881"
"11106","8","7","5268"
"11107","20","18","23317"
"11108","55","54","58291"
"11109","47","39","34548"
"11110","56","53","49161"
"11111","84","74","70168"
"11112","38","32","27287"
"11113","51","40","38988"
"11114","57","61","47343"
"11115","86","82","78787"
"11116","76","78","80636"
"11117","77","64","69419"
"11118",".",".","."
"11119","54","53","58393"
"11120","84","80","74532"
"11121","45","35","25291"
"11122","56","74","77208"
"11123","67","70","61572"
"11124","27","27","21809"
"11125","13","12","8485"
"11126","36","42","35697"
"11127","63","55","43919"
"11128","42","43","40606"
"11129","56","75","55905"
"11130","44","32","32222"
"11131","92","84","84696"
"11132","57","63","65396"
"11133","80","73","76931"
"11134","77","71","64910"
"11135",".",".","."
"11136","54","52","44370"
"11137","67","42","40332"
"11138","21","19","17817"
"11139","35","35","24787"
"11140","28","27","18608"
"11141","30","25","25583"
"11142","56","46","46857"
"11143","38","38","32037"
"11144","46","39","34599"
"11145","56","62","63736"
"11146","45","38","39142"
"11147","46","36","40748"
"11148","81","77","73498"
"11149","93","84","82545"
"11150","74","58","42269"
"11151","58","50","43405"
"11152","80","76","78977"
"11153","35","32","27733"
"11154","91","86","82117"
"11155","62","70","66777"
"11156","26","16","15443"
"11157","35","27","17747"
"11158","36","50","43111"
"11159","49","56","46290"
"11160","89","84","89115"
"11161","57","58","46193"
"11162","30","30","22190"
"11163","43","38","25703"
"11164","45","46","48904"
"11165","65","45","44793"
"11166","38","31","27951"
"11167","18","21","17312"
"11168","79","58","57667"
"11169","34","32","23034"
"11170","82","85","76103"
"11171","99","99","96932"
"11172","87","78","77947"
"11173",".",".","."
"11174","99","96","92622"
"11175","83","78","74425"
"11176","22","22","23390"
"11177","76","73","67776"
"11178","18","19","10669"
"11179","32","22","20165"
"11180","72","81","73669"
"11181","57","48","34892"
"11182","56","43","40317"
"11183","47","35","26616"
"11184","11","12","16138"
"11185","24","25","24985"
"11186","20","15","7958"
"11187","23","21","17223"
"11188","48","46","41248"
"11189","52","42","34912"
"11190","97","94","92314"
"11191","36","46","33913"
"11192","16","15","10252"
"11193","25","22","17434"
"11194","1","2","778"
"11195","22","21","19664"
"11196","43","42","38888"
"11197","95","96","88609"
"11198","68","91","85335"
"11199","49","46","42726"
"11200","21","24","17879"
"11201","29","32","20250"
"11202","49","38","32425"
"11203","66","54","40755"
"11204","86","84","79430"
"11205","31","29","30800"
"11206",".",".","."
"11207","21","25","12980"
"11208","38","51","33946"
"11209","19","14","18886"
"11210","8","7","4014"
"11211","29","32","33012"
"11212",".",".","."
"11213","98","96","90260"
"11214","60","80","76431"
"11215","27","25","24205"
"11216","52","53","39403"
"11217","33","28","25988"
"11218","99","99","97636"
"11219","62","58","70110"
"11220","91","89","82299"
"11221","35","28","19596"
"11222","99","96","92848"
"11223",".",".","."
"11224","86","76","69825"
"11225","75","77","80950"
"11226","90","88","80141"
"11227",".",".","."
"11228","56","43","43617"
"11229","20","23","19812"
"11230","23","18","9114"
"11231","5","7","15521"
"11232","40","35","28197"
"11233","66","57","53419"
"11234","40","38","26688"
"11235","74","59","52253"
"11236","30","38","37626"
"11237","38","39","41770"
"11238","77","78","68000"
"11239","79","72","67453"
"11240",".",".","."
"11241","81","75","65125"
"11242","93","96","95804"
"11243",".",".","."
"11244","76","78","78987"
"11245","69","67","58225"
"11246","1","1","577"
"11247",".",".","."
"11248","56","69","74106"
"11249","41","36","40008"
"11250","42","42","32372"
"11251",".",".","."
"11252",".",".","."
"11253","74","72","73918"
"11254","82","80","84006"
"11255","53","43","32247"
"11256",".",".","."
"11257",".",".","."
"11258","72","58","46282"
"11259","39","41","41983"
"11260","35","52","34588"
"11261","49","65","73679"
"11262","48","42","29156"
"11263","34","29","29723"
"11264","46","48","42542"
"11265","62","67","60987"
"11266","57","59","55946"
"11267","34","29","33146"
"11268","42","45","38343"
"11269","69","58","68730"
"11270","99","89","91395"
"11271","83","77","72176"
"11272","75","67","68409"
"11273","89","97","95043"
"11274",".",".","."
"11275","97","91","89105"
"11276","52","39","39218"
"11277","45","45","43848"
"11278","52","50","44910"
"11279","73","72","63279"
"11280","75","67","57730"
"11281","85","85","76555"
"11282","8","10","13169"
"11283","99","99","96848"
"11284","64","67","57725"
"11285","81","72","64178"
"11286","44","55","54692"
"11287","91","80","87092"
"11288","64","59","49527"
"11289","37","33","23448"
"11290","40","36","34901"
"11291","92","92","90238"
"11292","56","47","40379"
"11293","59","53","39481"
"11294","43","52","55077"
"11295","65","59","56185"
"11296","54","50","52463"
"11297","81","71","71986"
"11298","75","71","63261"
"11299","79","79","78917"
"11300","72","78","75188"
"11301","94","87","88859"
"11302","68","67","64144"
"11303","81","95","94484"
"11304","78","78","68094"
"11305","60","57","46114"
"11306",".",".","."
"11307","87","84","73214"
"11308","99","92","92094"
"11309","38","49","44020"
"11310","71","57","53988"
"11311","56","45","47922"
"11312","90","92","89540"
"11313","86","80","72237"
"11314","91","99","98307"
"11315",".",".","."
"11316","81","87","84122"
"11317","99","96","93554"
"11318",".",".","."
"11319","65","71","76966"
"11320","49","53","45417"
"11321",".",".","."
"11322",".",".","."
"11323","96","95","92183"
"11324","70","73","76409"
"11325","57","53","59437"
"11326","66","56","69482"
"11327",".",".","."
"11328","78","82","78963"
"11329","67","53","58340"
"11330","76","65","54771"
"11331","79","84","76180"
"11332","54","53","53477"
"11333","26","30","25234"
"11334","71","63","52691"
"11335",".",".","."
"11336","70","49","39579"
"11337","94","91","88047"
"11338","38","41","35481"
"11339","79","86","79831"
"11340","83","74","78357"
"11341","74","63","71477"
"11342",".",".","."
"11343","77","72","68196"
"11344","26","22","19040"
"11345",".",".","."
"11346","85","74","59019"
"11347","83","67","67538"
"11348",".",".","."
"11349","72","70","68828"
"11350","67","54","53724"
"11351","85","84","81517"
"11352","32","37","28310"
"11353","41","42","37560"
"11354","41","40","38878"
"11355","42","49","45183"
"11356","63","57","51421"
"11357","63","52","40368"
"11358","53","55","58404"
"11359","93","91","94226"
"11360","53","55","41219"
"11361","79","73","72853"
"11362","41","32","35337"
"11363","28","23","27422"
"11364","53","67","61974"
"11365","50","59","54378"
"11366","83","80","78230"
"11367","42","46","36051"
"11368","84","74","62931"
"11369","62","52","47013"
"11370",".",".","."
"11371","91","82","85200"
"11372","93","98","97141"
"11373","57","46","38851"
"11374","63","64","60357"
"11375",".",".","."
"11376","77","74","79282"
"11377","43","43","42589"
"11378",".",".","."
"11379","87","81","76083"
"11380","55","55","56223"
"11381","50","51","46960"
"11382","57","70","71436"
"11383","80","75","76833"
"11384","53","58","56481"
"11385","68","65","51286"
"11386","81","98","92438"
"11387","72","80","84388"
"11388","96","91","85804"
"11389","83","82","76622"
"11390","50","63","55713"
"11391","87","84","88129"
"11392","99","94","92108"
"11393","83","94","91219"
"11394","71","69","63565"
"11395","68","53","59602"
"11396","59","63","67386"
"11397","83","80","78975"
"11398","66","59","45850"
"11399","37","35","25341"
"11400","29","27","27285"
"11401","25","23","25976"
"11402","53","46","54214"
"11403","75","68","66593"
"11404","35","53","65732"
"11405","35","42","40312"
"11406","42","31","21484"
"11407","38","35","40587"
"11408","83","67","67570"
"11409","62","63","60792"
"11410","47","59","49361"
"11411",".",".","."
"11412","22","20","24738"
"11413","92","90","94640"
"11414","85","81","65170"
"11415","93","88","80535"
"11416","66","58","58277"
"11417",".",".","."
"11418","94","82","80334"
"11419","74","67","64152"
"11420","65","71","60448"
"11421","34","35","30465"
"11422","20","18","15195"
"11423","42","53","47855"
"11424","74","86","83874"
"11425","37","42","40028"
"11426",".",".","."
"11427",".",".","92637"
"11428","87","78","76348"
"11429","44","42","32502"
"11430","71","63","52883"
"11431","49","53","61113"
"11432","82","87","76594"
"11433","69","67","63304"
"11434","76","69","62728"
"11435","45","51","49013"
"11436","75","81","82336"
"11437","84","75","78724"
"11438","75","69","51009"
"11439","19","29","19352"
"11440","40","46","43427"
"11441","73","67","73388"
"11442","60","61","57277"
"11443","59","54","61439"
"11444","24","17","26406"
"11445","83","71","70858"
"11446","42","34","38784"
"11447",".",".","."
"11448","79","63","52741"
"11449","82","82","88223"
"11450","99","97","99417"
"11451","94","86","80939"
"11452","41","41","30542"
"11453","50","43","41716"
"11454",".",".","."
"11455","63","74","74877"
"11456","42","53","51630"
"11457","60","56","46301"
"11458","85","74","73610"
"11459","72","88","88508"
"11460","60","48","52053"
"11461","84","71","71244"
"11462",".",".","."
"11463","63","56","61579"
"11464","91","93","88081"
"11465","45","52","49106"
"11466","49","58","56508"
"11467","81","89","91730"
"11468","94","81","72371"
"11469","90","86","77986"
"11470","85","77","54419"
"11471","54","53","39686"
"11472",".",".","."
"11473","42","52","39466"
"11474","71","55","44091"
"11475","90","86","89446"
"11476","76","80","82552"
"11477","79","69","77121"
"11478","30","41","36556"
"11479","53","52","51267"
"11480","87","68","60178"
"11481","91","75","71848"
"11482","77","77","74822"
"11483","77","62","48409"
"11484","94","80","88446"
"11485","50","50","50584"
"11486","78","78","67292"
"11487","79","78","75341"
"11488","58","53","54374"
"11489","49","56","49127"
"11490","87","80","81897"
"11491","27","46","43947"
"11492","91","89","89946"
"11493","99","93","92614"
"11494","66","67","62971"
"11495",".",".","."
"11496",".",".","."
"11497","72","86","75547"
"11498","74","71","58355"
"11499","22","21","17167"
"11500",".",".","."
"11501","65","49","48248"
"11502","87","86","88464"
"11503","53","58","67738"
"11504","89","84","77547"
"11505","94","99","91014"
"11506","38","35","27542"
"11507","70","77","76787"
"11508","59","59","55090"
"11509","66","74","75496"
"11510","50","50","47878"
"11511","63","70","59031"
"11512","48","51","49828"
"11513","70","77","79604"
"11514","74","68","61794"
"11515","99","93","89250"
"11516","52","63","44216"
"11517","56","49","44860"
"11518","50","67","65735"
"11519","26","47","47070"
"11520","53","61","59251"
"11521","42","42","43174"
"11522","80","80","84955"
"11523","46","40","33529"
"11524","33","38","37611"
"11525","59","73","64048"
"11526",".",".","."
"11527","29","28","20658"
"11528",".",".","."
"11529","57","52","51515"
"11530","83","90","91506"
"11531","20","16","12902"
"11532","76","70","74641"
"11533","45","42","46546"
"11534","85","79","87736"
"11535","65","51","40362"
"11536","41","50","39188"
"11537","31","42","35003"
"11538",".",".","."
"11539","66","56","41079"
"11540","44","42","40183"
"11541","74","64","70493"
"11542","39","37","27295"
"11543","98","94","89862"
"11544","99","99","99929"
"11545","78","70","66329"
"11546","59","53","55027"
"11547","60","46","47088"
"11548","83","80","78219"
"11549","70","75","62802"
"11550","66","59","48789"
"11551",".",".","."
"11552","64","65","63624"
"11553","40","42","40602"
"11554","43","44","40593"
"11555","83","80","70902"
"11556","52","65","57655"
"11557","38","33","28529"
"11558","96","91","89603"
"11559","62","59","62469"
"11560","42","41","29179"
"11561","59","69","70855"
"11562","76","75","69597"
"11563","58","53","55411"
"11564","46","41","37293"
"11565",".",".","."
"11566","77","77","80434"
"11567","76","73","58856"
"11568","93","75","73060"
"11569","54","54","51388"
"11570","48","56","46454"
"11571","47","56","65521"
"11572","38","42","44610"
"11573","74","75","66705"
"11574","76","80","78197"
"11575","82","75","76000"
"11576","83","80","73359"
"11577","68","72","73868"
"11578","37","43","37440"
"11579","72","62","45225"
"11580","84","79","71036"
"11581","76","80","80130"
"11582","52","62","58610"
"11583","85","75","62813"
"11584","86","80","80830"
"11585","31","32","25651"
"11586","52","57","63977"
"11587","30","33","36275"
"11588","83","70","57171"
"11589","16","16","9828"
"11590","81","93","95420"
"11591","58","53","39118"
"11592","74","67","75850"
"11593","50","53","43624"
"11594","29","35","34809"
"11595","33","33","35239"
"11596","28","32","30142"
"11597","46","43","44124"
"11598","44","43","48747"
"11599","38","30","24300"
"11600","38","37","41464"
"11601",".",".","."
"11602","42","46","32827"
"11603","59","65","63784"
"11604","49","57","47967"
"11605","30","32","30728"
"11606","35","31","26192"
"11607","45","49","42933"
"11608","30","37","31553"
"11609","52","32","25408"
"11610","58","76","70277"
"11611","52","43","47071"
"11612","23","24","17434"
"11613","33","39","33859"
"11614","57","52","49408"
"11615","75","75","74428"
"11616",".",".","."
"11617",".",".","."
"11618","72","94","94504"
"11619",".",".","."
"11620",".",".","."
"11621","63","69","74685"
"11622","45","45","36643"
"11623","35","44","39633"
"11624","25","31","31902"
"11625","38","48","35449"
"11626","27","32","19423"
"11627","73","67","53950"
"11628","42","42","49516"
"11629",".",".","."
"11630","49","52","43346"
"11631","37","35","25223"
"11632","20","24","15464"
"11633",".",".","."
"11634","43","57","52567"
"11635",".",".","."
"11636","28","26","19231"
"11637",".",".","."
"11638","94","91","84158"
"11639","77","76","81707"
"11640","77","65","69416"
"11641","54","61","66486"
"11642","80","84","80553"
"11643","98","99","97855"
"11644","57","66","60233"
"11645","50","51","45833"
"11646","58","66","53567"
"11647","24","26","18821"
"11648","21","20","19957"
"11649","64","57","39557"
"11650","63","50","45869"
"11651","55","51","51339"
"11652","42","57","61246"
"11653","34","43","43665"
"11654","41","35","28265"
"11655","38","32","27379"
"11656","30","32","30628"
"11657","38","30","22209"
"11658","24","30","28419"
"11659","24","27","24270"
"11660","45","41","30238"
"11661",".",".","."
"11662",".",".","."
"11663","78","77","62858"
"11664","20","15","10584"
"11665","92","95","92535"
"11666",".",".","."
"11667","39","44","28473"
"11668",".",".","."
"11669","64","63","56605"
"11670","82","76","77396"
"11671","13","15","9235"
"11672","45","50","44308"
"11673","64","63","51616"
"11674","53","56","60963"
"11675","89","82","73295"
"11676","46","45","38115"
"11677","42","34","44586"
"11678","67","62","56547"
"11679","51","47","46904"
"11680","69","56","54152"
"11681","22","23","21573"
"11682","80","82","78271"
"11683","24","21","17042"
"11684","47","43","32436"
"11685","79","67","65640"
"11686","93","81","82632"
"11687","69","73","76196"
"11688","76","65","71347"
"11689","82","82","79428"
"11690","71","73","79041"
"11691","56","52","50216"
"11692","41","46","38048"
"11693",".",".","."
"11694","58","70","66133"
"11695","80","69","64230"
"11696",".",".","."
"11697","71","66","59424"
"11698","96","95","91831"
"11699","99","98","95616"
"11700","56","63","62523"
"11701","68","63","44158"
"11702","40","51","34019"
"11703","49","45","29238"
"11704","78","64","58873"
"11705","63","56","63269"
"11706","60","55","42283"
"11707","75","75","67927"
"11708","87","70","73200"
"11709","41","47","56984"
"11710","74","78","69770"
"11711","82","77","69781"
"11712","57","76","73811"
"11713","43","41","37526"
"11714","53","43","48585"
"11715","87","80","71960"
"11716","73","78","68303"
"11717","77","66","65731"
"11718","94","95","89535"
"11719",".",".","."
"11720","94","91","92919"
"11721","77","74","78886"
"11722","38","43","39080"
"11723","48","40","27293"
"11724","42","53","47378"
"11725","44","43","36531"
"11726","49","40","33292"
"11727","46","37","28246"
"11728","52","59","67516"
"11729","73","68","64308"
"11730","79","72","77144"
"11731","72","67","66011"
"11732","81","78","68380"
"11733","60","56","53797"
"11734","87","80","79023"
"11735","65","53","43489"
"11736","42","43","37147"
"11737","27","27","15128"
"11738","58","51","53850"
"11739","73","76","74540"
"11740","99","99","99692"
"11741","99","99","98751"
"11742","81","67","61019"
"11743","57","58","53357"
"11744","72","63","63281"
"11745","62","54","53757"
"11746","45","47","44733"
"11747","42","51","41892"
"11748","80","90","91031"
"11749","84","94","85807"
"11750","44","45","46974"
"11751","40","32","24592"
"11752","20","12","8808"
"11753",".",".","."
"11754","10","5","5044"
"11755","5","1","7350"
"11756",".",".","."
"11757",".",".","."
"11758","73","70","80188"
"11759","21","32","40534"
"11760",".",".","0"
"11761","16","15","24028"
"11762","5","3","1792"
"11763","39","49","47481"
"11764","2","2","5947"
"11765","17","10","11330"
"11766","12","10","15749"
"11767",".",".","."
"11768",".",".","."
"11769","54","54","67337"
"11770","18","20","20914"
"11771",".",".","."
"11772","15","16","12676"
"11773","6","11","17366"
"11774","60","50","50176"
"11775","91","81","86491"
"11776","35","34","26798"
"11777","88","89","90862"
"11778","68","72","71422"
"11779","78","81","78397"
"11780","71","77","68857"
"11781","41","45","57203"
"11782","76","84","82513"
"11783","38","43","52997"
"11784","17","16","12145"
"11785","22","20","19889"
"11786","29","29","44583"
"11787","19","20","20097"
"11788","42","29","38440"
"11789","54","52","54382"
"11790","32","36","35299"
"11791","53","56","66503"
"11792","65","64","61687"
"11793","9","9","11738"
"11794","17","19","19708"
"11795","33","33","32966"
"11796","79","92","97147"
"11797","21","29","40415"
"11798","34","39","45075"
"11799","19","22","26504"
"11800","32","22","18254"
"11801","10","9","8903"
"11802","19","16","26740"
"11803",".",".","."
"11804",".",".","."
"11805",".",".","."
"11806","31","29","43089"
"11807","23","28","40755"
"11808","54","57","65571"
"11809","66","71","68468"
"11810","1","1","1127"
"11811","2","1","823"
"11812","4","4","3340"
"11813","6","3","3222"
"11814","3","2","2314"
"11815","18","22","21716"
"11816","91","86","78611"
"11817","26","21","13198"
"11818","13","11","12570"
"11819","43","42","43124"
"11820","48","61","62701"
"11821","98","95","96046"
"11822","28","35","41801"
"11823",".",".","."
"11824","42","35","48782"
"11825","1","1","0"
"11826","2","4","4529"
"11827","8","5","7867"
"11828","12","18","27906"
"11829","3","4","7374"
"11830","2","3","1457"
"11831","31","19","11763"
"11832","4","6","9266"
"11833","5","8","13696"
"11834","12","19","15525"
"11835","57","52","60500"
"11836","4","6","10178"
"11837","4","4","7649"
"11838","18","15","23064"
"11839","19","33","48275"
"11840","7","6","7708"
"11841","26","27","39048"
