"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
9650,3,1,21,-997,-997,-999,-997,-997,-4
9651,1,1,28,33,-996,24,54,1,-4
9652,1,2,22,25,-996,19,36,1,0
9653,1,2,-998,-998,-998,-999,-998,-998,1
9654,3,2,-998,-998,-998,-999,-998,-998,0
9655,1,2,17,21,29,16,16,1,-4
9656,3,1,-998,-998,-998,-999,-998,-998,-4
9657,3,2,22,-997,-997,21,7,1,0
9658,3,2,-998,-998,-998,-999,-998,-998,0
9659,1,2,34,-997,-997,29,60,1,0
9660,1,2,28,30,-996,23,60,1,0
9661,1,2,25,30,-996,21,50,1,0
9662,1,2,41,-997,-997,42,17,0,2
9663,1,1,21,-997,-997,19,20,1,-4
9664,1,1,24,27,-996,21,31,1,-4
9665,1,2,-998,-998,-998,-999,-998,-998,0
9666,1,1,24,26,-996,21,40,1,-4
9667,1,1,27,29,-996,23,56,1,-4
9668,1,1,23,27,-996,22,7,1,-4
9669,1,1,25,27,35,22,34,1,-4
9670,2,1,21,26,-996,20,4,1,-4
9671,3,2,14,16,17,15,15,0,1
9672,2,2,33,-997,-997,30,40,1,1
9673,2,1,20,-997,-997,-3,-999,-999,-4
9674,2,1,22,24,-996,21,4,1,-4
9675,2,2,-998,-998,-998,20,-998,-998,0
9676,2,2,23,25,27,23,5,1,0
9677,2,1,27,30,31,24,30,1,-4
9678,2,1,16,-997,-997,33,206,0,-4
9679,2,1,32,-997,-997,39,93,0,-4
9680,2,2,21,23,26,21,4,1,0
9681,2,1,20,-997,-997,-999,-997,-997,-4
9682,2,1,24,25,26,-999,-997,-997,-4
9683,2,1,21,24,42,23,25,0,-4
9684,2,2,18,23,-996,21,35,0,0
9685,2,1,29,-997,-997,-999,-997,-997,-4
9686,2,2,18,37,-996,21,36,0,0
9687,2,1,23,26,27,34,134,0,-4
9688,2,1,-998,-998,-998,35,-998,-998,-4
9689,2,2,-998,-998,-998,17,-998,-998,0
9690,2,1,-998,-998,-998,-999,-998,-998,-4
9691,3,2,-998,-998,-998,21,-998,-998,0
9692,3,2,27,30,-996,24,29,1,0
9693,3,2,-998,-998,-998,-999,-998,-998,0
9694,3,1,27,29,32,24,33,1,-4
9695,3,1,-998,-998,-998,30,-998,-998,-4
9696,3,1,31,-997,-997,30,17,1,-4
9697,2,1,28,38,-996,28,4,0,-4
9698,3,2,-998,-998,-998,21,-998,-998,0
9699,3,1,25,27,29,22,31,1,-4
9700,3,2,-998,-998,-998,20,-998,-998,0
9701,3,1,-998,-998,-998,-999,-998,-998,-4
9702,3,2,22,-997,-997,21,9,1,0
9703,3,1,-998,-998,-998,22,-998,-998,-4
9704,3,2,29,31,-996,28,16,1,2
9705,3,2,30,-997,-997,26,52,1,0
9706,2,1,20,30,-996,20,2,0,-4
9707,2,2,20,29,-996,-3,-999,-999,0
9708,2,2,-998,-998,-998,35,-998,-998,0
9709,3,2,28,-997,-997,21,82,1,0
9710,3,1,-998,-998,-998,-999,-998,-998,-4
9711,2,2,39,41,-996,24,184,1,1
9712,3,2,-998,-998,-998,24,-998,-998,0
9713,3,2,29,-997,-997,22,85,1,0
9714,3,2,-998,-998,-998,-999,-998,-998,0
9715,3,2,-998,-998,-998,24,-998,-998,0
9716,3,2,-998,-998,-998,30,-998,-998,0
9717,3,2,-998,-998,-998,-999,-998,-998,0
9718,3,1,-998,-998,-998,25,-998,-998,-4
9719,3,1,26,-997,-997,-999,-997,-997,-4
9720,3,1,-998,-998,-998,25,-998,-998,-4
9721,3,2,-998,-998,-998,27,-998,-998,0
9722,3,2,30,-997,-997,24,72,1,1
9723,3,1,-998,-998,-998,-999,-998,-998,-4
9724,3,1,-998,-998,-998,21,-998,-998,-4
9725,3,1,-998,-998,-998,-999,-998,-998,-4
9726,3,1,-998,-998,-998,-999,-998,-998,-4
9727,3,2,-998,-998,-998,20,-998,-998,0
9728,3,1,-998,-998,-998,-999,-998,-998,-4
9729,3,1,29,30,-996,29,1,0,-4
9730,3,2,18,26,29,-999,-997,-997,0
9731,3,2,27,-997,-997,21,75,1,0
9732,3,2,-998,-998,-998,-999,-998,-998,0
9733,3,2,25,-997,-997,22,31,1,1
9734,3,1,25,-997,-997,22,27,1,-4
9735,3,1,26,27,-996,24,31,1,-4
9736,3,2,19,23,29,19,6,1,0
9737,3,1,24,27,32,23,13,1,-4
9738,3,1,31,-997,-997,27,42,1,-4
9739,3,1,27,29,-996,20,86,1,-4
9740,3,2,25,26,-996,18,86,1,2
9741,3,2,-998,-998,-998,-999,-998,-998,0
9742,3,1,-998,-998,-998,27,-998,-998,-4
9743,3,1,-998,-998,-998,-999,-998,-998,-4
9744,3,1,-998,-998,-998,28,-998,-998,-4
9745,3,1,22,26,-996,21,7,1,-4
9746,3,1,-998,-998,-998,32,-998,-998,-4
9747,2,1,27,31,42,23,42,1,-4
9748,3,2,27,29,-996,24,44,1,0
9749,2,2,-998,-998,-998,24,-998,-998,-4
9750,3,2,17,21,23,15,20,1,0
9751,3,1,-998,-998,-998,23,-998,-998,-4
9752,3,1,-998,-998,-998,22,-998,-998,-4
9753,3,2,20,-997,-997,20,12,1,0
9754,1,2,15,17,19,-999,-997,-997,1
9755,3,2,18,21,-996,-999,-997,-997,0
9756,2,2,16,17,-996,-3,-999,-999,1
9757,2,2,34,35,-996,-999,-997,-997,0
9758,2,2,17,30,31,24,95,0,0
9759,2,2,-998,-998,-998,-999,-998,-998,0
9760,2,1,24,26,-996,20,48,1,-4
9761,2,1,19,20,21,19,7,0,-4
9762,1,1,19,-997,-997,19,1,1,-4
9763,1,2,30,34,-996,26,44,1,1
9764,2,1,-998,-998,-998,30,-998,-998,-4
9765,2,2,21,27,-996,19,23,1,3
9766,2,2,28,-997,-997,25,27,1,0
9767,2,1,16,19,19,-999,-997,-997,-4
9768,2,2,20,24,31,20,1,0,0
9769,2,1,16,24,-996,23,82,0,-4
9770,1,1,20,30,34,16,47,1,-4
9771,1,1,18,19,29,17,3,1,-4
9772,1,2,19,23,27,18,14,1,0
9773,1,1,26,28,-996,25,5,1,-4
9774,3,2,21,26,-996,20,15,1,0
9775,1,1,-3,-3,23,23,-999,-999,-4
9776,1,1,16,20,22,20,50,0,-4
9777,1,1,-998,-998,-998,-3,-998,-998,-4
9778,1,2,20,27,28,19,11,1,1
9779,1,1,27,31,-996,24,37,1,-4
9780,1,1,21,26,35,18,44,1,-4
9781,3,1,-998,-998,-998,-999,-998,-998,-4
9782,3,2,-998,-998,-998,-999,-998,-998,0
9783,1,1,24,-997,-997,32,92,0,-4
9784,1,2,18,21,22,17,11,1,1
9785,3,1,-998,-998,-998,-999,-998,-998,-4
9786,1,1,33,35,-996,44,135,0,-4
9787,3,1,26,27,-996,27,11,0,-4
9788,1,1,-998,-998,-998,34,-998,-998,-4
9789,1,2,22,24,26,21,14,1,0
9790,1,2,24,26,28,19,52,1,0
9791,3,1,26,27,29,24,24,1,-4
9792,3,1,16,17,19,16,2,1,-4
9793,3,1,27,30,-996,22,65,1,-4
9794,3,1,-998,-998,-998,21,-998,-998,-4
9795,3,2,18,21,23,16,25,1,0
9796,3,2,18,20,21,18,0,1,0
9797,3,2,19,23,-996,18,7,1,1
9798,3,2,22,24,26,21,23,1,0
9799,3,2,-998,-998,-998,17,-998,-998,0
9800,3,1,18,23,27,18,2,0,-4
9801,1,1,26,28,-996,24,27,1,-4
9802,1,1,20,25,27,19,12,1,-4
9803,3,1,-998,-998,-998,-999,-998,-998,-4
9804,3,1,18,23,26,23,67,0,-4
9805,3,1,21,25,-996,22,5,0,-4
9806,3,1,18,19,-996,21,39,0,-4
9807,3,2,19,20,-996,-3,-999,-999,0
9808,3,1,18,24,-996,18,1,0,-4
9809,1,2,16,22,-996,16,1,0,0
9810,1,1,21,-997,-997,20,8,1,-4
9811,1,2,23,26,-996,22,9,1,1
9812,1,1,-998,-998,-998,45,-998,-998,-4
9813,1,2,-998,-998,-998,21,-998,-998,0
9814,1,1,21,23,26,40,222,0,-4
9815,1,1,18,20,-996,19,20,0,-4
9816,1,1,24,27,29,-999,-997,-997,-4
9817,1,2,20,22,27,19,13,1,0
9818,3,2,-998,-998,-998,17,-998,-998,1
9819,1,1,-998,-998,-998,-999,-998,-998,-4
9820,1,2,25,-997,-997,23,19,1,0
9821,1,1,20,21,38,23,30,0,-4
9822,1,1,22,25,28,22,1,1,-4
9823,2,1,20,24,29,21,11,0,-4
9824,2,2,-998,-998,-998,-999,-998,-998,0
9825,2,1,23,26,28,23,5,1,-4
9826,2,2,20,-997,-997,-3,-999,-999,0
9827,2,1,-998,-998,-998,-999,-998,-998,-4
9828,1,2,18,19,20,18,6,1,5
9829,1,1,26,31,36,25,22,1,-4
9830,1,2,21,23,34,21,3,1,0
9831,1,2,31,37,-996,33,30,0,1
9832,1,2,21,25,-996,-999,-997,-997,0
9833,3,1,-998,-998,-998,-999,-998,-998,-4
9834,3,2,16,18,22,16,2,1,0
9835,1,1,27,30,35,-3,-999,-999,-4
9836,1,1,18,21,21,-999,-997,-997,-4
9837,1,2,19,21,25,29,117,0,0
9838,1,2,18,23,30,21,33,0,1
9839,1,2,19,23,26,18,13,1,0
9840,1,2,20,22,23,21,10,0,0
9841,1,1,20,21,27,27,90,0,-4
9842,3,1,-998,-998,-998,-999,-998,-998,-4
9843,1,1,-998,-998,-998,-999,-998,-998,-4
9844,1,2,21,23,24,20,13,1,0
9845,1,2,26,28,29,26,2,1,2
9846,1,1,21,23,26,20,11,1,-4
9847,1,1,-998,-998,-998,-999,-998,-998,-4
9848,1,1,32,-997,-997,22,124,1,-4
9849,1,2,-998,-998,-998,-999,-998,-998,0
9850,1,1,21,-997,-997,21,6,1,-4
9851,1,2,20,26,-996,20,5,1,0
9852,1,2,18,-997,-997,17,11,1,0
9853,1,1,-998,-998,-998,-999,-998,-998,-4
9854,1,1,-998,-998,-998,-999,-998,-998,-4
9855,1,2,31,33,-996,33,22,0,0
9856,1,1,22,27,-996,28,75,0,-4
9857,1,1,-998,-998,-998,-999,-998,-998,-4
9858,1,2,20,23,28,19,7,1,0
9859,1,1,34,38,-996,33,16,1,-4
9860,1,1,27,27,37,25,18,1,-4
9861,3,2,21,29,-996,16,52,1,0
9862,1,2,21,22,27,18,31,1,1
9863,1,2,-998,-998,-998,18,-998,-998,0
9864,3,2,19,20,-996,18,12,1,0
9865,1,2,17,19,23,-999,-997,-997,0
9866,1,2,-998,-998,-998,20,-998,-998,0
9867,1,2,-998,-998,-998,-999,-998,-998,0
9868,1,1,41,-997,-997,24,212,1,-4
9869,1,1,26,-997,-997,27,9,0,-4
9870,1,2,20,23,27,-999,-997,-997,0
9871,2,2,16,23,-996,22,83,0,0
9872,2,2,-998,-998,-998,22,-998,-998,0
9873,2,1,25,26,27,25,3,0,-4
9874,2,2,25,28,30,40,179,0,0
9875,1,1,28,29,32,-999,-997,-997,-4
9876,1,1,25,30,-996,-3,-999,-999,-4
9877,2,2,22,29,-996,30,88,0,1
9878,1,1,-998,-998,-998,-999,-998,-998,-4
9879,2,1,25,30,35,25,0,1,-4
9880,2,1,-998,-998,-998,-999,-998,-998,-4
9881,1,2,22,25,30,30,104,0,0
9882,3,2,22,24,28,-3,-999,-999,0
9883,1,1,29,31,38,23,75,1,-4
9884,1,1,29,32,-996,27,24,1,-4
9885,1,2,22,24,-996,21,14,1,0
9886,1,1,23,28,-996,20,35,1,-4
9887,1,2,20,28,-996,19,12,1,1
9888,1,1,22,-997,-997,21,9,1,-4
9889,3,1,21,22,24,20,5,1,-4
9890,1,1,26,27,32,25,9,1,-4
9891,1,2,25,28,-996,25,5,1,0
9892,1,2,20,32,-996,18,27,1,0
9893,2,1,23,28,-996,22,19,1,-4
9894,1,2,-998,-998,-998,33,-998,-998,0
9895,1,2,24,26,36,22,25,1,0
9896,1,2,-998,-998,-998,24,-998,-998,0
9897,1,2,35,39,-996,28,81,1,2
9898,1,2,29,-997,-997,25,39,1,0
9899,1,2,31,34,-996,31,2,1,0
9900,3,2,-998,-998,-998,-999,-998,-998,0
9901,1,1,-998,-998,-998,-999,-998,-998,-4
9902,1,1,-998,-998,-998,42,-998,-998,-4
9903,1,2,19,-997,-997,19,8,1,0
9904,1,1,-998,-998,-998,-999,-998,-998,-4
9905,1,1,26,-997,-997,25,18,1,-4
9906,1,2,30,36,-996,29,10,1,0
9907,3,1,25,26,27,-999,-997,-997,-4
9908,3,1,19,20,-996,-3,-999,-999,-4
9909,3,1,24,-997,-997,-999,-997,-997,-4
9910,3,2,19,-997,-997,-999,-997,-997,1
9911,1,1,-998,-998,-998,-999,-998,-998,-4
9912,1,1,18,22,23,20,30,0,-4
9913,1,2,20,20,27,-999,-997,-997,0
9914,1,1,18,-997,-997,45,322,0,-4
9915,1,1,20,21,26,40,239,0,-4
9916,1,2,20,24,25,20,6,1,0
9917,3,1,-998,-998,-998,-999,-998,-998,-4
9918,1,1,-998,-998,-998,-999,-998,-998,-4
9919,1,1,22,25,-996,21,14,1,-4
9920,2,2,29,31,-996,23,68,1,-4
9921,3,2,-998,-998,-998,22,-998,-998,0
9922,1,2,21,37,-996,17,49,1,1
9923,1,2,-998,-998,-998,20,-998,-998,2
9924,3,2,-998,-998,-998,-999,-998,-998,-4
9925,1,2,19,25,-996,19,4,1,0
9926,2,1,28,-997,-997,29,11,0,-4
9927,1,2,24,36,-996,23,17,1,0
9928,2,1,24,27,30,36,147,0,-4
9929,2,1,30,-997,-997,-999,-997,-997,-4
9930,1,2,19,21,23,20,12,0,0
9931,1,2,-998,-998,-998,18,-998,-998,-4
9932,3,2,24,27,-996,18,68,1,2
9933,1,1,21,25,27,27,67,0,-4
9934,1,1,35,37,-996,34,12,1,-4
9935,1,2,19,20,23,19,4,0,0
9936,1,1,20,21,23,23,33,0,-4
9937,1,1,24,31,-996,21,35,1,-4
9938,1,2,22,23,26,18,41,1,0
9939,1,2,32,37,-996,25,90,1,0
9940,1,2,20,23,-996,19,12,1,0
9941,1,2,30,34,-996,26,50,1,0
9942,1,1,23,25,28,23,5,1,-4
9943,1,1,24,26,27,19,63,1,-4
9944,1,2,20,23,-996,16,52,1,0
9945,1,2,20,24,27,19,15,1,0
9946,1,2,19,24,-996,18,22,1,0
9947,1,1,-998,-998,-998,-999,-998,-998,-4
9948,1,2,26,-997,-997,24,27,1,0
9949,2,1,17,24,-996,20,31,0,-4
9950,2,1,19,21,24,28,113,0,-4
9951,2,2,21,22,26,22,11,0,0
9952,2,1,-998,-998,-998,-999,-998,-998,-4
9953,1,2,25,28,31,22,36,1,1
9954,1,1,19,21,-996,21,19,0,-4
9955,1,2,26,33,-996,25,13,1,0
9956,1,1,-998,-998,-998,-999,-998,-998,-4
9957,1,1,21,-997,-997,-999,-997,-997,-4
9958,2,1,-998,-998,-998,-999,-998,-998,-4
9959,2,2,-998,-998,-998,-999,-998,-998,0
9960,1,2,20,23,-996,19,16,1,3
9961,1,1,23,25,29,22,5,1,-4
9962,1,1,22,23,-996,22,4,1,-4
9963,1,1,19,21,22,18,8,1,-4
9964,1,1,22,28,29,-3,-999,-999,-4
9965,1,2,17,20,-996,26,107,0,1
9966,1,2,16,19,24,18,14,0,1
9967,1,2,15,18,23,-3,-999,-999,0
9968,1,1,29,36,38,27,32,1,-4
9969,1,1,17,30,-996,18,6,0,-4
9970,2,2,21,27,30,-999,-997,-997,2
9971,2,1,-998,-998,-998,-999,-998,-998,-4
9972,1,2,23,29,35,-999,-997,-997,0
9973,1,2,29,-997,-997,-999,-997,-997,0
9974,1,2,16,23,26,-999,-997,-997,0
9975,1,1,20,-997,-997,-3,-999,-999,-4
9976,1,1,24,-997,-997,-999,-997,-997,-4
9977,1,1,24,25,-996,32,99,0,-4
9978,1,2,28,-997,-997,20,96,1,1
9979,3,2,-998,-998,-998,32,-998,-998,0
9980,1,2,21,22,27,20,9,1,0
9981,1,2,18,20,33,18,3,0,1
9982,1,2,25,26,28,24,10,1,0
9983,1,1,17,24,26,23,67,0,-4
9984,1,1,-998,-998,-998,-999,-998,-998,-4
9985,2,1,20,23,24,-3,-999,-999,-4
9986,2,2,23,25,28,26,36,0,1
9987,1,2,-998,-998,-998,-999,-998,-998,0
9988,1,1,-998,-998,-998,38,-998,-998,-4
9989,1,1,31,-997,-997,-999,-997,-997,-4
9990,1,1,32,-997,-997,33,5,0,-4
9991,1,2,25,29,-996,19,70,1,1
9992,1,2,22,26,27,21,14,1,1
9993,1,1,22,24,-996,22,9,1,-4
9994,1,1,-998,-998,-998,-999,-998,-998,-4
9995,1,2,21,25,-996,25,42,0,1
9996,2,1,25,-997,-997,25,3,1,-4
9997,2,2,16,24,27,-999,-997,-997,2
9998,2,1,21,24,27,-999,-997,-997,-4
9999,2,2,-998,-998,-998,-999,-998,-998,0
10000,2,2,19,21,25,26,90,0,2
10001,1,1,23,-997,-997,36,167,0,-4
10002,1,2,21,25,27,18,40,1,0
10003,1,1,18,24,-996,19,9,0,-4
10004,1,1,-998,-998,-998,-999,-998,-998,-4
10005,1,1,25,30,-996,22,29,1,-4
10006,1,1,28,30,32,23,54,1,-4
10007,1,2,-998,-998,-998,26,-998,-998,0
10008,1,2,26,29,31,25,7,1,1
10009,1,1,31,39,41,23,96,1,-4
10010,2,2,-998,-998,-998,24,-998,-998,2
10011,1,2,26,31,-996,25,9,1,1
10012,3,2,24,24,25,22,26,1,0
10013,3,1,-998,-998,-998,-999,-998,-998,-4
10014,3,1,24,-997,-997,22,28,1,-4
10015,3,2,20,31,-996,17,35,1,-4
10016,3,2,18,21,23,20,26,0,0
10017,3,2,-998,-998,-998,21,-998,-998,0
10018,3,1,18,28,-996,18,3,1,-4
10019,3,1,-998,-998,-998,25,-998,-998,-4
10020,3,1,24,-997,-997,25,17,0,-4
10021,3,1,24,-997,-997,21,42,1,-4
10022,1,1,37,-997,-997,37,10,1,-4
10023,1,1,22,23,27,-3,-999,-999,-4
10024,1,2,21,24,38,20,11,1,0
10025,1,1,19,23,25,19,8,0,-4
10026,1,2,16,17,18,15,9,1,1
10027,1,1,22,23,-3,21,7,1,-4
10028,1,1,20,21,-996,20,6,0,-4
10029,1,2,18,19,-996,18,6,0,0
10030,1,1,39,40,-996,22,197,1,-4
10031,1,1,27,32,40,26,17,1,-4
10032,1,2,16,19,21,15,12,1,0
10033,3,1,-998,-998,-998,23,-998,-998,-4
10034,1,2,27,31,34,26,11,1,0
10035,1,1,-998,-998,-998,-999,-998,-998,-4
10036,1,2,22,24,25,20,15,1,2
10037,1,2,37,-997,-997,18,237,1,0
10038,1,2,18,21,-996,17,11,1,0
10039,3,2,-998,-998,-998,17,-998,-998,0
10040,1,2,-998,-998,-998,-999,-998,-998,0
10041,1,2,-998,-998,-998,-999,-998,-998,0
10042,1,2,20,25,31,-999,-997,-997,0
10043,1,1,25,28,-996,24,13,1,-4
10044,3,2,26,-997,-997,26,3,1,0
10045,3,2,-998,-998,-998,18,-998,-998,0
10046,2,1,18,22,24,19,2,0,-4
10047,2,2,19,-997,-997,18,11,1,0
10048,1,2,27,30,32,26,10,1,0
10049,1,2,20,23,28,19,9,1,0
10050,1,1,28,33,-996,28,8,1,-4
10051,1,1,25,28,30,24,11,1,-4
10052,1,2,24,26,37,23,11,1,1
10053,1,1,26,-997,-997,37,132,0,-4
10054,1,2,22,31,-996,22,3,1,0
10055,1,2,-998,-998,-998,23,-998,-998,0
10056,1,2,19,20,-996,18,14,1,0
10057,1,1,25,28,-996,22,37,1,-4
10058,1,1,27,29,46,26,12,1,-4
10059,3,2,19,20,22,17,15,1,0
10060,1,2,21,23,-996,17,51,1,2
10061,1,1,18,19,25,18,1,1,-4
10062,1,2,15,16,22,15,1,1,0
10063,3,2,18,19,-996,18,2,0,1
10064,3,2,-998,-998,-998,-999,-998,-998,0
10065,1,1,-3,-3,-996,29,-999,-999,-4
10066,3,2,17,19,22,16,12,1,1
10067,1,1,21,28,30,21,5,1,-4
10068,1,1,31,43,-996,28,38,1,-4
10069,1,1,25,-997,-997,22,37,1,-4
10070,1,1,21,22,32,19,23,1,-4
10071,1,1,24,26,27,28,55,0,-4
10072,1,2,22,23,33,22,6,1,2
10073,1,2,24,26,28,23,13,1,0
10074,1,1,21,23,32,32,131,0,-4
10075,1,1,19,20,21,18,5,1,-4
10076,1,1,-998,-998,-998,-999,-998,-998,-4
10077,1,2,21,24,31,20,16,1,0
10078,1,1,29,31,-996,-999,-997,-997,-4
10079,1,2,27,-997,-997,-999,-997,-997,0
10080,3,1,-998,-998,-998,31,-998,-998,-4
10081,3,2,15,17,22,14,19,1,0
10082,2,1,22,24,30,-3,-999,-999,-4
10083,2,1,16,22,25,26,122,0,-4
10084,2,1,-998,-998,-998,-999,-998,-998,-4
10085,2,1,21,26,-996,25,49,0,-4
10086,3,2,22,27,-996,18,44,1,0
10087,3,2,-998,-998,-998,18,-998,-998,0
10088,3,2,19,-997,-997,18,8,1,0
10089,3,1,22,-997,-997,21,10,1,-4
10090,3,1,19,-997,-997,19,10,1,-4
10091,3,1,22,24,-996,19,36,1,-4
10092,3,2,21,24,-996,18,36,1,0
10093,3,2,18,20,-996,17,8,1,0
10094,3,1,22,-997,-997,21,13,1,-4
10095,3,2,19,21,22,-999,-997,-997,-4
10096,3,2,-998,-998,-998,23,-998,-998,0
10097,3,2,19,22,26,19,9,1,0
10098,3,1,23,27,-996,17,76,1,-4
10099,3,1,-998,-998,-998,-999,-998,-998,-4
10100,3,1,18,20,27,19,12,0,-4
10101,3,2,15,16,25,16,12,0,0
10102,3,2,-998,-998,-998,21,-998,-998,0
10103,3,2,-998,-998,-998,-999,-998,-998,0
10104,3,2,18,19,27,18,4,1,0
10105,3,1,22,-997,-997,21,12,1,-4
10106,2,2,19,20,-996,18,6,1,0
10107,3,1,29,-997,-997,18,123,1,-4
10108,3,1,-998,-998,-998,-999,-998,-998,-4
10109,3,2,-998,-998,-998,24,-998,-998,0
10110,3,1,23,-997,-997,22,13,1,-4
10111,2,2,-998,-998,-998,-999,-998,-998,0
10112,2,2,13,19,20,21,90,0,0
10113,2,2,15,17,-996,-999,-997,-997,1
10114,2,1,28,-997,-997,23,59,1,-4
10115,2,1,27,29,-996,-999,-997,-997,-4
10116,2,2,23,-997,-997,20,35,1,0
10117,3,2,19,21,-996,16,32,1,0
10118,3,1,21,28,-996,20,4,1,-4
10119,3,2,21,28,-996,20,4,1,0
10120,3,1,27,31,-996,26,10,1,-4
10121,3,1,-998,-998,-998,-999,-998,-998,-4
10122,3,1,-998,-998,-998,24,-998,-998,-4
10123,1,1,22,24,-996,21,14,1,-4
10124,2,2,-998,-998,-998,25,-998,-998,1
10125,2,2,32,35,-996,27,66,1,1
10126,2,1,-998,-998,-998,-999,-998,-998,-4
10127,2,2,20,-997,-997,-999,-997,-997,0
10128,2,1,32,35,37,-999,-997,-997,-4
10129,2,2,18,-997,-997,36,211,0,0
10130,2,2,30,42,-996,-999,-997,-997,0
10131,2,1,22,29,-996,23,14,0,-4
10132,2,2,18,20,-996,19,11,0,0
10133,2,1,23,31,-996,32,103,0,-4
10134,1,1,19,22,-996,18,21,1,-4
10135,2,2,20,22,26,19,8,1,2
10136,3,2,16,19,-996,18,17,0,0
10137,2,1,-998,-998,-998,-999,-998,-998,-4
10138,2,2,34,-997,-997,32,27,1,0
10139,2,1,22,24,36,22,5,1,-4
10140,3,2,25,27,-996,24,14,1,0
10141,3,1,19,21,25,18,7,1,-4
10142,3,2,-998,-998,-998,18,-998,-998,0
10143,3,1,25,-997,-997,25,2,1,-4
10144,3,2,25,30,-996,28,36,0,5
10145,3,2,26,-997,-997,24,17,1,1
10146,3,1,-998,-998,-998,21,-998,-998,-4
10147,3,1,-998,-998,-998,-999,-998,-998,-4
10148,3,2,18,24,-996,18,7,1,0
10149,3,2,20,22,-996,20,11,1,1
10150,3,2,20,23,24,17,40,1,2
10151,2,2,16,-997,-997,-999,-997,-997,1
10152,2,1,20,21,25,26,66,0,-4
10153,2,2,38,-997,-997,24,167,1,1
10154,2,1,31,33,-996,31,1,1,-4
10155,2,1,25,-997,-997,-999,-997,-997,-4
10156,2,2,23,23,-996,22,22,1,1
10157,2,1,21,30,-996,-999,-997,-997,-4
10158,2,1,33,35,-996,24,101,1,-4
10159,2,2,-998,-998,-998,-999,-998,-998,0
10160,2,1,21,25,-996,22,8,0,-4
10161,2,1,34,-997,-997,25,98,1,-4
10162,2,2,23,30,-996,22,11,1,0
10163,2,1,-998,-998,-998,28,-998,-998,-4
10164,2,2,17,18,-996,18,15,0,0
10165,2,1,23,27,28,23,3,1,-4
10166,2,2,19,22,23,19,3,0,0
10167,2,1,22,23,25,46,288,0,-4
10168,2,2,24,28,-996,23,14,1,0
10169,2,1,-998,-998,-998,-999,-998,-998,-4
10170,2,1,20,21,22,25,55,0,-4
10171,2,1,-998,-998,-998,41,-998,-998,-4
10172,2,1,19,-997,-997,23,48,0,-4
10173,2,1,-998,-998,-998,-999,-998,-998,-4
10174,2,1,-998,-998,-998,35,-998,-998,-4
10175,2,2,18,20,23,19,7,0,0
10176,1,2,-998,-998,-998,17,-998,-998,1
10177,3,1,21,-997,-997,20,8,1,-4
10178,2,1,27,29,-996,28,10,0,-4
10179,2,1,33,-997,-997,34,9,0,-4
10180,2,1,21,-3,-996,39,218,0,-4
10181,2,2,20,21,22,29,111,0,0
10182,2,2,17,-997,-997,24,90,0,0
10183,1,2,16,18,21,16,7,1,2
10184,2,2,18,19,23,21,39,0,0
10185,1,2,23,36,37,19,50,1,0
10186,2,1,25,27,-996,24,11,1,-4
10187,2,1,37,-997,-997,-999,-997,-997,-4
10188,2,2,29,32,-996,29,2,1,0
10189,2,1,19,23,30,21,16,0,-4
10190,2,1,27,-997,-997,25,22,1,-4
10191,2,2,16,21,21,-999,-997,-997,1
10192,2,1,33,-997,-997,24,110,1,-4
10193,2,2,21,27,31,21,8,1,1
10194,2,1,18,22,24,19,11,0,-4
10195,2,2,-998,-998,-998,23,-998,-998,0
10196,2,2,-998,-998,-998,26,-998,-998,1
10197,2,1,-998,-998,-998,37,-998,-998,-4
10198,2,1,22,22,22,24,28,0,-4
10199,2,1,23,26,28,23,5,0,-4
10200,2,1,33,-997,-997,-999,-997,-997,-4
10201,2,1,29,45,-996,-3,-999,-999,-4
10202,2,1,21,27,28,28,76,0,-4
10203,2,2,19,24,-996,19,6,1,0
10204,2,1,-3,-997,-997,-999,-997,-997,-4
10205,2,1,25,29,38,38,151,0,-4
10206,3,1,22,25,-996,20,19,1,-4
10207,3,1,26,-997,-997,23,43,1,-4
10208,3,1,17,19,27,18,12,0,-4
10209,3,1,24,26,-996,25,10,0,-4
10210,3,2,21,24,25,21,3,1,0
10211,1,2,18,22,30,18,10,1,1
10212,3,2,23,26,-996,21,21,1,0
10213,3,2,19,21,23,19,9,1,0
10214,3,2,14,16,-996,13,7,1,1
10215,3,2,21,26,-996,20,15,1,0
10216,3,2,25,-997,-997,21,40,1,1
10217,3,1,-998,-998,-998,-999,-998,-998,-4
10218,3,2,-998,-998,-998,-999,-998,-998,0
10219,3,2,19,-997,-997,-999,-997,-997,0
10220,3,2,18,21,28,18,1,0,0
10221,3,2,26,30,-996,21,64,1,3
10222,3,2,-998,-998,-998,25,-998,-998,0
10223,3,1,-998,-998,-998,22,-998,-998,-4
10224,3,1,23,-997,-997,18,63,1,-4
10225,3,2,-998,-998,-998,-999,-998,-998,0
10226,1,2,27,29,-996,23,39,1,0
10227,3,2,16,18,19,14,29,1,0
10228,3,1,18,23,-996,25,80,0,-4
10229,2,2,27,34,-996,36,99,0,1
10230,3,1,17,19,-996,17,2,1,-4
10231,3,2,17,18,-996,17,2,1,0
10232,2,1,36,38,38,28,99,1,-4
10233,2,2,-998,-998,-998,-999,-998,-998,0
10234,2,2,17,20,21,20,35,0,0
