"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
608,3,2,26,30,33,22,49,1,0
609,3,2,-998,-998,-998,31,-998,-998,1
610,3,1,-998,-998,-998,-999,-998,-998,-4
611,3,2,24,27,-996,24,0,1,1
612,3,2,-998,-998,-998,-999,-998,-998,0
613,3,1,36,42,-996,33,26,1,-4
614,1,2,20,24,-996,20,1,1,0
615,3,2,22,28,-996,21,14,1,1
616,3,1,32,-997,-997,24,96,1,-4
617,3,2,-998,-998,-998,-999,-998,-998,-4
618,3,2,18,21,31,-999,-997,-997,1
619,3,2,17,20,22,19,19,0,0
620,2,1,24,28,-996,22,28,1,-4
621,2,2,26,29,33,25,7,1,0
622,2,2,24,32,40,22,35,1,0
623,2,2,18,22,-996,21,35,0,0
624,2,1,25,32,-996,21,48,1,-4
625,2,1,14,-997,-997,18,44,0,-4
626,3,2,-998,-998,-998,16,-998,-998,3
627,3,2,19,22,32,17,23,1,1
628,2,1,-998,-998,-998,24,-998,-998,-4
629,3,1,-998,-998,-998,21,-998,-998,-4
630,3,1,23,25,-996,20,36,1,-4
631,3,1,19,22,28,19,2,1,-4
632,3,2,17,20,26,17,2,1,0
633,3,1,26,29,32,20,78,1,-4
634,3,2,24,27,30,18,78,1,0
635,3,2,22,25,-996,19,34,1,0
636,3,2,-998,-998,-998,19,-998,-998,0
637,3,1,-998,-998,-998,32,-998,-998,-4
638,3,1,23,26,-996,21,29,1,-4
639,3,1,20,-997,-997,21,11,0,-4
640,3,2,22,26,-996,17,64,1,0
641,3,1,35,38,-996,38,39,0,-4
642,3,2,25,26,-996,23,25,1,1
643,3,2,30,-997,-997,18,143,1,1
644,3,1,34,37,41,21,163,1,-4
645,3,1,28,31,36,23,59,1,-4
646,3,2,-998,-998,-998,-999,-998,-998,0
647,3,1,22,27,-996,19,30,1,-4
648,3,2,20,-997,-997,20,6,1,0
649,3,1,28,30,-996,25,35,1,-4
650,3,2,31,33,-996,26,50,1,0
651,3,1,25,27,-996,23,23,1,-4
652,3,2,-998,-998,-998,32,-998,-998,0
653,3,1,43,-997,-997,26,205,1,-4
654,3,2,23,-997,-997,21,21,1,0
655,3,2,-998,-998,-998,37,-998,-998,0
656,3,2,26,29,-996,24,25,1,0
657,3,2,33,35,-996,28,54,1,0
658,3,1,-998,-998,-998,38,-998,-998,-4
659,3,1,23,26,-996,20,38,1,-4
660,3,2,28,30,33,25,30,1,0
661,3,2,-998,-998,-998,17,-998,-998,0
662,3,2,26,28,-996,24,23,1,0
663,3,1,-998,-998,-998,-999,-998,-998,-4
664,3,2,28,33,-996,25,36,1,1
665,3,2,35,36,-996,33,20,1,3
666,3,1,-998,-998,-998,-999,-998,-998,-4
667,3,1,25,27,30,24,16,1,-4
668,3,2,19,23,25,19,6,1,0
669,3,1,-998,-998,-998,21,-998,-998,-4
670,3,2,-998,-998,-998,24,-998,-998,0
671,2,1,26,28,29,27,11,0,-4
672,2,1,-998,-998,-998,31,-998,-998,-4
673,2,1,19,24,-996,20,10,0,-4
674,2,1,20,21,22,22,26,0,-4
675,2,1,18,25,-996,-999,-997,-997,-4
676,2,1,20,25,-996,23,36,0,-4
677,2,2,23,27,28,40,206,0,0
678,2,1,17,18,25,19,12,0,-4
679,2,1,-998,-998,-998,34,-998,-998,-4
680,2,2,-998,-998,-998,-999,-998,-998,0
681,2,1,17,29,-996,34,199,0,-4
682,2,2,-998,-998,-998,-999,-998,-998,0
683,2,2,-998,-998,-998,22,-998,-998,1
684,3,1,23,24,27,21,15,1,-4
685,3,1,-998,-998,-998,-999,-998,-998,-4
686,3,1,-998,-998,-998,-999,-998,-998,-4
687,3,1,-998,-998,-998,-999,-998,-998,-4
688,3,2,23,27,-996,18,62,1,0
689,3,2,22,28,37,36,164,0,1
690,3,1,28,31,-996,23,63,1,-4
691,3,2,23,24,28,18,59,1,1
692,3,2,19,22,-996,19,0,1,0
693,3,1,19,22,26,19,6,1,-4
694,3,2,18,21,25,18,6,1,0
695,3,1,34,-997,-997,32,21,1,-4
696,3,2,16,-997,-997,18,26,0,0
697,3,1,22,-997,-997,35,154,0,-4
698,3,2,17,22,-996,17,5,1,0
699,3,2,-998,-998,-998,32,-998,-998,0
700,3,1,19,-997,-997,-999,-997,-997,-4
701,3,1,-998,-998,-998,-999,-998,-998,-4
702,3,1,-998,-998,-998,24,-998,-998,-4
703,3,2,18,24,30,19,13,0,0
704,3,2,22,26,-996,21,14,1,0
705,3,1,32,37,-996,30,32,1,-4
706,3,2,19,22,28,19,7,0,1
707,3,1,27,-997,-997,24,33,1,-4
708,3,2,20,-997,-997,19,8,1,6
709,3,1,27,28,31,26,11,1,-4
710,3,1,-998,-998,-998,-999,-998,-998,-4
711,3,1,-998,-998,-998,-999,-998,-998,-4
712,3,2,24,27,-996,21,29,1,0
713,3,2,24,25,-996,20,41,1,2
714,3,1,21,32,33,33,147,0,-4
715,3,1,18,-997,-997,44,317,0,-4
716,3,1,-998,-998,-998,-999,-998,-998,-4
717,3,1,19,30,-996,19,1,0,-4
718,3,1,26,28,-996,24,34,1,-4
719,3,1,-998,-998,-998,30,-998,-998,-4
720,3,2,19,21,-996,19,11,1,0
721,3,2,23,26,-996,20,35,1,0
722,3,1,-998,-998,-998,20,-998,-998,-4
723,3,2,-998,-998,-998,23,-998,-998,0
724,3,2,24,26,-996,21,35,1,0
725,3,1,18,44,-996,18,2,1,-4
726,3,2,20,27,32,19,13,1,0
727,3,1,22,24,-996,18,48,1,-4
728,3,1,21,26,-996,21,5,1,-4
729,3,1,24,28,32,20,50,1,-4
730,3,1,23,27,-996,23,6,1,-4
731,3,1,23,-997,-997,23,5,1,-4
732,3,1,30,32,38,27,37,1,-4
733,3,2,21,21,26,20,12,1,0
734,1,2,-998,-998,-998,-999,-998,-998,0
735,3,1,21,22,23,19,30,1,-4
736,3,2,20,24,-996,18,30,1,2
737,3,1,27,29,-996,19,91,1,-4
738,3,1,20,23,-996,19,11,1,-4
739,3,2,19,22,29,18,11,1,0
740,3,2,20,-997,-997,37,196,0,0
741,3,1,-998,-998,-998,21,-998,-998,-4
742,3,1,34,38,-996,29,61,1,-4
743,3,2,32,32,-996,21,136,1,0
744,2,2,20,41,-996,37,212,0,0
745,2,2,-998,-998,-998,31,-998,-998,0
746,3,2,26,29,-996,24,25,1,0
747,3,1,-998,-998,-998,-999,-998,-998,-4
748,3,2,-998,-998,-998,29,-998,-998,0
749,3,1,-998,-998,-998,-999,-998,-998,-4
750,3,1,-998,-998,-998,-999,-998,-998,-4
751,3,1,-998,-998,-998,-999,-998,-998,-4
752,3,2,32,37,-996,23,97,1,2
753,2,1,16,21,33,20,44,0,-4
754,2,1,17,21,-996,22,66,0,-4
755,1,2,17,19,29,31,176,0,1
756,1,2,19,20,26,29,122,0,0
757,2,2,18,32,-996,39,253,0,0
758,2,2,23,-997,-997,23,8,1,0
759,2,2,17,22,32,20,39,0,1
760,2,1,28,32,-996,20,89,1,-4
761,3,2,20,24,34,19,12,1,0
762,1,1,24,28,29,28,50,0,-4
763,1,1,-998,-998,-998,46,-998,-998,-4
764,1,2,18,22,23,21,27,0,0
765,1,1,22,23,-996,21,11,1,-4
766,3,1,34,-997,-997,34,3,1,-4
767,3,1,-998,-998,-998,-999,-998,-998,-4
768,3,2,17,25,27,17,1,0,0
769,3,1,29,-997,-997,33,45,0,-4
770,3,2,19,21,-996,21,25,0,0
771,3,1,-998,-998,-998,-999,-998,-998,-4
772,3,1,-998,-998,-998,19,-998,-998,-4
773,3,1,-998,-998,-998,-999,-998,-998,-4
774,3,1,-998,-998,-998,-999,-998,-998,-4
775,3,2,26,28,28,25,19,1,0
776,3,1,-998,-998,-998,31,-998,-998,-4
777,3,1,31,-997,-997,31,3,1,-4
778,3,1,36,37,40,35,9,1,-4
779,3,2,24,-997,-997,21,39,1,0
780,3,1,18,23,-996,18,2,1,-4
781,3,2,-998,-998,-998,-999,-998,-998,-4
782,1,1,18,20,25,18,9,0,-4
783,1,2,17,-997,-997,17,6,1,0
784,1,1,25,36,-996,-999,-997,-997,-4
785,3,2,30,-997,-997,28,15,1,0
786,3,1,-998,-998,-998,-999,-998,-998,-4
787,3,2,25,-997,-997,22,32,1,0
788,3,2,39,-997,-997,24,186,1,0
789,3,2,22,-997,-997,20,17,1,4
790,3,2,27,-997,-997,24,36,1,1
791,3,1,-998,-998,-998,-999,-998,-998,-4
792,3,2,22,24,28,19,31,1,1
793,3,1,-998,-998,-998,-999,-998,-998,-4
794,3,1,-998,-998,-998,-999,-998,-998,-4
795,3,1,-998,-998,-998,-999,-998,-998,-4
796,3,1,-998,-998,-998,25,-998,-998,-4
797,3,1,24,26,36,20,40,1,-4
798,3,2,-998,-998,-998,18,-998,-998,0
799,3,1,33,33,36,32,5,1,-4
800,3,1,26,27,-996,24,27,1,-4
801,3,2,21,24,28,19,29,1,2
802,3,1,22,24,30,21,17,1,-4
803,3,2,18,24,27,17,7,1,1
804,3,2,21,23,-996,18,43,1,0
805,3,2,36,-997,-997,20,189,1,0
806,3,1,27,31,38,23,46,1,-4
807,3,1,27,31,33,26,7,1,-4
808,3,2,-998,-998,-998,27,-998,-998,0
809,3,1,-998,-998,-998,-999,-998,-998,-4
810,3,2,28,-997,-997,26,28,1,1
811,3,2,34,-997,-997,32,19,1,0
812,3,2,25,27,29,24,14,1,0
813,3,1,-998,-998,-998,30,-998,-998,-4
814,3,2,24,27,-996,23,11,1,0
815,3,1,-998,-998,-998,23,-998,-998,-4
816,3,2,32,36,-996,25,79,1,0
817,3,1,29,40,-996,29,8,1,-4
818,3,1,34,43,-996,32,26,1,-4
819,3,1,34,35,-996,33,12,1,-4
820,3,2,36,-997,-997,21,172,1,0
821,3,2,-998,-998,-998,29,-998,-998,0
822,3,1,28,32,-996,25,44,1,-4
823,3,1,-998,-998,-998,-999,-998,-998,-4
824,3,2,34,-997,-997,27,91,1,0
825,3,1,29,31,33,29,5,1,-4
826,3,1,40,-997,-997,33,84,1,-4
827,3,1,33,40,-996,25,89,1,-4
828,3,2,28,30,-996,24,55,1,0
829,3,2,31,35,-996,23,95,1,0
830,2,2,19,-997,-997,31,151,0,0
831,2,2,21,24,29,-999,-997,-997,0
832,2,1,25,27,33,27,20,0,-4
833,2,1,24,27,-996,21,31,1,-4
834,2,2,24,28,32,20,40,1,0
835,2,2,21,22,-996,26,48,0,0
836,1,2,18,27,30,23,57,0,0
837,2,1,20,-997,-997,-999,-997,-997,-4
838,1,1,20,-997,-997,20,8,1,-4
839,2,2,33,-997,-997,27,76,1,1
840,2,2,18,23,-996,-999,-997,-997,1
841,3,2,22,27,-996,19,32,1,0
842,3,2,18,-997,-997,17,19,1,0
843,3,2,19,-997,-997,18,13,1,0
844,3,1,25,-997,-997,43,220,0,-4
845,3,2,15,18,25,16,3,0,2
846,3,2,-998,-998,-998,-999,-998,-998,-4
847,2,1,40,-997,-997,28,152,1,-4
848,3,2,20,-997,-997,20,2,1,0
849,3,2,-998,-998,-998,-999,-998,-998,0
850,3,1,23,25,-996,21,22,1,-4
851,3,1,21,24,-996,21,6,1,-4
852,3,2,21,-997,-997,21,5,1,2
853,3,1,-998,-998,-998,22,-998,-998,-4
854,3,2,23,27,29,20,30,1,0
855,3,2,24,27,-996,20,50,1,0
856,3,2,22,24,25,19,41,1,0
857,3,2,-998,-998,-998,22,-998,-998,0
858,3,2,-998,-998,-998,-999,-998,-998,0
859,3,1,-998,-998,-998,30,-998,-998,-4
860,3,1,32,34,35,32,8,0,-4
861,3,2,-998,-998,-998,-999,-998,-998,0
862,3,2,19,22,-996,18,17,1,0
863,3,1,28,33,-996,24,39,1,-4
864,3,1,-998,-998,-998,-999,-998,-998,-4
865,3,1,26,-997,-997,20,69,1,-4
866,3,2,20,23,33,20,5,1,0
867,3,2,31,-997,-997,19,142,1,2
868,3,1,34,39,-996,31,36,1,-4
869,3,2,26,28,-996,20,66,1,0
870,3,1,33,-997,-997,19,162,1,-4
871,3,1,22,27,31,27,52,0,-4
872,3,1,34,-997,-997,23,133,1,-4
873,3,1,-998,-998,-998,25,-998,-998,-4
874,3,1,30,35,-996,29,22,1,-4
875,3,2,33,-997,-997,32,22,1,0
876,3,2,30,33,36,26,50,1,1
877,3,1,38,39,-996,28,113,1,-4
878,3,2,-998,-998,-998,22,-998,-998,0
879,3,2,29,32,-996,27,33,1,0
880,3,2,25,27,29,20,50,1,0
881,3,1,28,31,37,26,32,1,-4
882,3,1,31,34,-996,22,105,1,-4
883,3,2,-998,-998,-998,-999,-998,-998,0
884,3,2,-998,-998,-998,35,-998,-998,0
885,3,1,-998,-998,-998,-999,-998,-998,-4
886,3,2,36,39,-996,24,137,1,1
887,3,2,26,29,-996,22,46,1,0
888,3,1,21,26,-996,19,23,1,-4
889,3,2,21,25,-996,19,23,1,1
890,3,1,26,28,33,23,34,1,-4
891,3,1,24,31,-996,20,53,1,-4
892,3,2,-998,-998,-998,19,-998,-998,1
893,3,2,25,27,31,23,26,1,0
894,3,2,19,21,24,19,7,1,0
895,3,2,30,34,-996,24,79,1,0
896,3,2,26,33,-996,25,14,1,0
897,3,2,-998,-998,-998,-999,-998,-998,0
898,3,2,25,27,30,22,37,1,0
899,3,1,27,-997,-997,26,19,1,-4
900,3,2,26,28,34,25,16,1,0
901,3,2,-998,-998,-998,-999,-998,-998,0
902,3,1,28,31,-996,26,35,1,-4
903,3,1,-998,-998,-998,24,-998,-998,-4
904,3,2,27,-997,-997,24,35,1,1
905,3,2,-998,-998,-998,28,-998,-998,0
906,3,2,30,32,33,29,15,1,0
907,3,1,-998,-998,-998,29,-998,-998,-4
908,3,1,39,-997,-997,25,169,1,-4
909,3,2,-998,-998,-998,25,-998,-998,1
910,2,1,25,-997,-997,34,103,0,-4
911,2,1,19,23,-996,34,180,0,-4
912,3,2,26,29,-996,23,40,1,0
913,3,1,34,38,-996,27,76,1,-4
914,1,2,30,31,-996,27,29,1,0
915,1,2,-998,-998,-998,26,-998,-998,0
916,3,1,27,36,38,30,34,0,-4
917,3,1,21,27,29,-999,-997,-997,-4
918,3,2,24,-997,-997,26,29,0,0
919,3,1,20,21,24,20,6,1,-4
920,3,1,-998,-998,-998,-999,-998,-998,-4
921,3,1,21,22,25,20,6,1,-4
922,3,1,26,28,32,26,7,1,-4
923,3,2,22,26,27,19,35,1,1
924,3,1,30,33,-996,24,68,1,-4
925,3,1,28,29,33,27,11,1,-4
926,3,2,-998,-998,-998,27,-998,-998,0
927,3,1,-998,-998,-998,-999,-998,-998,-4
928,3,2,20,23,-996,28,94,0,0
929,3,1,42,-997,-997,39,38,1,-4
930,1,2,17,17,20,20,30,0,0
931,3,1,20,23,-996,21,12,0,-4
932,3,2,18,20,29,19,12,0,1
933,3,1,-998,-998,-998,25,-998,-998,-4
934,3,1,24,-997,-997,23,6,1,-4
935,3,2,26,27,30,26,5,1,0
936,3,2,25,28,31,22,33,1,0
937,3,1,30,-997,-997,29,14,1,-4
938,3,1,-998,-998,-998,36,-998,-998,-4
939,3,2,20,22,26,20,3,1,1
940,3,2,22,24,-996,19,46,1,0
941,3,1,31,31,41,27,59,1,-4
942,3,2,27,30,-996,24,33,1,0
943,3,2,-998,-998,-998,-999,-998,-998,0
944,3,1,-998,-998,-998,-999,-998,-998,-4
945,3,1,-998,-998,-998,-999,-998,-998,-4
946,3,1,27,-997,-997,24,38,1,-4
947,3,1,26,28,29,23,30,1,-4
948,3,1,-998,-998,-998,-999,-998,-998,-4
949,3,2,20,21,-996,19,14,1,2
950,3,2,30,-997,-997,23,92,1,0
951,3,1,29,33,-996,21,91,1,-4
952,3,2,18,-997,-997,17,7,1,0
953,3,2,19,25,-996,19,5,1,0
954,3,2,37,40,-996,28,111,1,0
955,3,1,-998,-998,-998,-999,-998,-998,-4
956,3,1,-3,40,44,37,-999,-999,-4
957,3,1,20,22,-996,20,7,0,-4
958,3,1,-998,-998,-998,30,-998,-998,-4
959,3,1,28,32,34,26,18,1,-4
960,3,1,30,33,-996,-3,-999,-999,-4
961,3,1,33,35,38,30,35,1,-4
962,3,2,21,23,25,19,32,1,0
963,3,2,-998,-998,-998,18,-998,-998,1
964,3,2,26,-997,-997,24,21,1,0
965,3,1,-998,-998,-998,25,-998,-998,-4
966,3,2,35,39,-996,21,162,1,2
967,3,2,28,30,-996,24,46,1,0
968,3,1,38,41,42,40,26,0,-4
969,3,2,-998,-998,-998,24,-998,-998,0
970,3,1,20,28,32,27,85,0,-4
971,3,2,31,33,-996,30,13,1,0
972,3,2,-998,-998,-998,-999,-998,-998,0
973,3,1,-998,-998,-998,-999,-998,-998,-4
974,3,2,28,30,-996,26,20,1,0
975,3,2,17,20,-996,20,27,0,0
976,3,2,-998,-998,-998,-999,-998,-998,0
977,3,1,20,-997,-997,20,2,1,-4
978,3,2,25,27,-996,23,28,1,0
979,3,2,21,25,-996,32,129,0,1
980,3,1,23,25,27,21,27,1,-4
981,3,2,26,29,-996,23,43,1,0
982,3,2,-998,-998,-998,41,-998,-998,0
983,3,1,-998,-998,-998,-999,-998,-998,-4
984,3,1,34,-997,-997,33,5,1,-4
985,3,1,29,32,-996,27,24,1,-4
986,2,2,17,-997,-997,-999,-997,-997,0
987,3,1,-998,-998,-998,32,-998,-998,-4
988,2,2,15,-997,-997,33,208,0,0
989,3,2,-998,-998,-998,-999,-998,-998,0
990,3,1,29,30,32,25,48,1,-4
991,3,2,-998,-998,-998,-999,-998,-998,0
992,3,2,18,21,22,18,4,1,0
993,3,1,-998,-998,-998,-999,-998,-998,-4
994,3,1,-998,-998,-998,20,-998,-998,-4
995,3,2,13,22,-996,15,16,0,1
996,3,1,22,24,-996,18,44,1,-4
997,3,1,40,-997,-997,25,183,1,-4
998,3,2,24,29,31,19,53,1,1
999,3,2,21,23,-996,19,25,1,1
1000,2,1,20,24,-3,19,6,1,-4
1001,2,2,-998,-998,-998,-999,-998,-998,0
1002,2,1,28,31,37,-999,-997,-997,-4
1003,3,1,-998,-998,-998,26,-998,-998,-4
1004,3,2,-998,-998,-998,-999,-998,-998,1
1005,3,2,20,21,26,20,3,1,0
1006,3,2,-998,-998,-998,30,-998,-998,-4
1007,3,1,29,-997,-997,27,30,1,-4
1008,3,2,17,-997,-997,17,4,1,0
1009,3,2,19,-997,-997,18,4,1,0
1010,3,1,28,34,37,24,42,1,-4
1011,3,1,26,28,-996,22,44,1,-4
1012,3,1,32,34,40,24,91,1,-4
1013,3,1,21,26,-996,20,6,1,-4
1014,3,1,29,-997,-997,25,51,1,-4
1015,3,2,21,24,28,20,8,1,0
1016,3,2,35,-997,-997,29,79,1,1
1017,3,2,27,30,-996,22,59,1,0
1018,3,2,27,30,-996,27,9,1,1
1019,3,2,34,38,40,31,43,1,3
1020,3,2,-998,-998,-998,31,-998,-998,0
1021,3,1,-998,-998,-998,-999,-998,-998,-4
1022,3,2,-998,-998,-998,22,-998,-998,0
1023,3,1,38,40,-996,36,25,1,-4
1024,3,2,28,-997,-997,25,33,1,0
1025,2,2,14,18,21,-3,-999,-999,0
1026,3,1,-998,-998,-998,20,-998,-998,-4
1027,2,1,21,25,-996,-999,-997,-997,-4
1028,2,1,20,25,27,23,39,0,-4
1029,2,2,-998,-998,-998,23,-998,-998,0
1030,2,2,20,24,28,-999,-997,-997,1
1031,2,2,-998,-998,-998,-999,-998,-998,0
1032,2,1,-998,-998,-998,-999,-998,-998,-4
1033,2,2,21,25,29,-999,-997,-997,0
1034,2,2,15,18,21,-999,-997,-997,0
1035,3,2,20,21,-996,26,70,0,0
1036,3,2,33,-997,-997,-999,-997,-997,0
1037,3,2,-998,-998,-998,21,-998,-998,0
1038,3,2,26,29,-996,22,44,1,0
1039,3,2,28,-997,-997,22,72,1,0
1040,3,2,25,-997,-997,25,4,1,0
1041,3,2,-998,-998,-998,22,-998,-998,0
1042,3,1,20,-997,-997,-999,-997,-997,-4
1043,3,1,21,24,-996,20,16,1,-4
1044,3,1,-998,-998,-998,26,-998,-998,-4
1045,3,1,24,32,-996,23,6,1,-4
1046,3,1,-998,-998,-998,-999,-998,-998,-4
1047,3,2,-998,-998,-998,27,-998,-998,0
1048,3,2,19,22,-996,18,11,1,0
1049,3,2,30,36,36,25,65,1,0
1050,3,2,41,-997,-997,22,228,1,3
1051,3,1,-998,-998,-998,35,-998,-998,-4
1052,3,1,28,30,42,26,27,1,-4
1053,3,1,36,39,-996,35,11,1,-4
1054,3,1,25,26,-996,21,45,1,-4
1055,3,1,28,-997,-997,24,52,1,-4
1056,3,2,20,24,32,18,24,1,1
1057,2,2,16,19,21,-3,-999,-999,1
1058,2,1,-998,-998,-998,-999,-998,-998,-4
1059,2,1,21,28,30,23,33,0,-4
1060,3,1,30,32,36,26,46,1,-4
1061,3,1,30,31,-996,28,28,1,-4
1062,3,1,-998,-998,-998,24,-998,-998,-4
1063,3,2,17,23,-996,21,44,0,0
1064,3,1,22,24,-996,19,37,1,-4
1065,3,2,26,29,32,24,16,1,0
1066,2,1,-998,-998,-998,-999,-998,-998,-4
1067,2,1,-998,-998,-998,-999,-998,-998,-4
1068,2,1,19,31,41,-999,-997,-997,-4
1069,3,2,24,27,-996,22,32,1,0
1070,2,2,16,22,23,-3,-999,-999,0
1071,2,2,17,21,23,20,41,0,0
1072,2,1,32,35,-996,31,8,1,-4
1073,2,2,-998,-998,-998,-999,-998,-998,0
1074,2,2,30,-997,-997,-999,-997,-997,0
1075,3,2,-998,-998,-998,18,-998,-998,0
1076,1,2,17,-997,-997,35,210,0,0
1077,3,2,16,17,29,16,3,0,0
1078,2,2,-998,-998,-998,-999,-998,-998,0
1079,2,2,19,-997,-997,-999,-997,-997,0
1080,3,2,23,26,29,19,49,1,0
1081,3,1,-998,-998,-998,-999,-998,-998,-4
1082,3,2,28,31,-996,25,38,1,0
1083,3,2,24,27,-996,21,32,1,0
1084,3,1,24,26,-996,25,17,0,-4
1085,3,1,-998,-998,-998,23,-998,-998,-4
1086,3,2,39,-997,-997,27,142,1,1
1087,3,2,34,37,39,34,4,1,3
1088,3,2,27,29,30,23,51,1,0
1089,3,1,25,45,-996,27,31,0,-4
1090,3,2,16,18,25,16,4,1,0
1091,3,1,26,-997,-997,22,45,1,-4
1092,3,1,-998,-998,-998,-999,-998,-998,-4
1093,3,2,32,33,36,29,34,1,1
1094,3,1,27,32,-996,20,75,1,-4
1095,3,1,22,-997,-997,22,5,1,-4
1096,3,1,32,38,-996,28,58,1,-4
1097,3,1,35,-997,-997,35,1,1,-4
1098,3,1,32,35,-996,27,51,1,-4
1099,3,1,35,-997,-997,34,4,1,-4
1100,3,2,-998,-998,-998,25,-998,-998,0
1101,1,2,28,31,-996,26,20,1,0
1102,3,1,44,47,47,34,118,1,-4
1103,3,2,35,-997,-997,31,39,1,1
1104,3,2,32,-997,-997,28,52,1,0
1105,3,2,-998,-998,-998,39,-998,-998,0
1106,3,2,-998,-998,-998,-999,-998,-998,0
1107,3,1,27,30,-996,23,47,1,-4
1108,3,2,29,33,-996,22,79,1,0
1109,3,1,-998,-998,-998,-999,-998,-998,-4
1110,3,2,32,-997,-997,18,172,1,-3
1111,3,2,19,28,-996,17,19,1,0
1112,3,2,20,21,-996,18,16,1,0
1113,1,1,25,34,-996,-3,-999,-999,-4
1114,1,2,-998,-998,-998,18,-998,-998,0
1115,1,1,24,-997,-997,21,32,1,-4
1116,1,2,26,36,-996,20,76,1,0
1117,1,2,27,30,38,18,113,1,0
1118,1,2,22,-997,-997,20,19,1,2
1119,1,1,32,34,-996,25,86,1,-4
1120,1,1,-998,-998,-998,-999,-998,-998,-4
1121,1,2,20,29,-996,19,12,1,0
1122,1,1,20,21,25,19,13,1,-4
1123,1,2,19,20,24,18,13,1,2
1124,1,1,21,23,25,-3,-999,-999,-4
1125,1,1,30,33,-996,29,16,1,-4
1126,1,2,23,24,27,21,25,1,0
1127,1,1,-998,-998,-998,38,-998,-998,-4
1128,1,2,22,-997,-997,19,30,1,0
1129,3,2,-998,-998,-998,-999,-998,-998,0
1130,1,2,30,33,-996,18,137,1,1
1131,1,2,28,-997,-997,18,115,1,0
1132,1,2,22,26,-996,22,6,1,0
1133,3,2,24,26,34,19,61,1,1
1134,3,1,33,35,-996,-3,-999,-999,-4
1135,3,2,26,34,-996,21,58,1,0
1136,1,2,32,34,-996,27,59,1,1
1137,3,1,-998,-998,-998,-999,-998,-998,-4
1138,3,1,-998,-998,-998,32,-998,-998,-4
1139,3,2,-998,-998,-998,-999,-998,-998,0
1140,3,2,-998,-998,-998,30,-998,-998,0
1141,3,2,25,26,-996,22,35,1,0
1142,1,1,27,33,-996,26,17,1,-4
1143,3,1,34,36,42,30,52,1,-4
1144,3,1,-998,-998,-998,-999,-998,-998,-4
1145,3,1,-998,-998,-998,-999,-998,-998,-4
1146,3,1,-998,-998,-998,27,-998,-998,-4
1147,3,2,33,35,-996,29,51,1,0
1148,2,1,30,-997,-997,28,27,1,-4
1149,2,1,-998,-998,-998,25,-998,-998,-4
1150,2,1,22,25,26,21,11,1,-4
1151,2,1,20,20,30,32,147,0,-4
1152,2,2,20,25,29,-999,-997,-997,1
1153,2,1,19,21,35,-999,-997,-997,-4
1154,2,2,-998,-998,-998,-999,-998,-998,0
1155,2,2,19,-997,-997,33,169,0,0
1156,2,1,-998,-998,-998,-999,-998,-998,-4
1157,2,2,19,35,-996,18,15,1,1
1158,2,2,25,27,-996,23,22,1,0
1159,2,2,27,44,-996,43,195,0,0
1160,2,2,20,24,29,19,19,1,1
1161,2,2,18,21,-996,29,133,0,0
1162,2,2,23,-997,-997,-999,-997,-997,0
1163,3,2,21,27,-996,20,8,1,0
1164,3,2,20,28,-996,-3,-999,-999,0
1165,2,2,20,23,24,20,8,1,0
1166,2,2,22,28,-996,18,50,1,1
1167,3,2,25,27,-996,23,21,1,0
1168,2,2,20,-997,-997,23,42,0,0
1169,3,1,29,33,-996,28,20,1,-4
1170,3,2,24,25,29,22,23,1,0
1171,3,1,34,-997,-997,-999,-997,-997,-4
1172,3,2,23,24,27,19,50,1,0
1173,3,1,-998,-998,-998,-999,-998,-998,-4
1174,3,1,26,31,-996,22,41,1,-4
1175,3,2,-998,-998,-998,-999,-998,-998,0
1176,3,1,32,35,-996,24,95,1,-4
1177,3,2,27,31,-996,23,47,1,0
1178,3,2,-998,-998,-998,25,-998,-998,0
1179,3,2,22,25,-996,20,25,1,0
1180,3,1,28,30,-996,25,43,1,-4
1181,3,2,26,31,38,23,36,1,0
1182,3,2,-998,-998,-998,44,-998,-998,0
1183,3,1,28,30,-996,23,54,1,-4
1184,3,2,28,30,41,26,25,1,1
1185,3,1,30,32,37,22,90,1,-4
1186,3,1,-998,-998,-998,26,-998,-998,-4
1187,3,2,27,30,32,25,22,1,0
1188,3,1,27,30,-996,25,19,1,-4
1189,2,2,16,18,-996,-3,-999,-999,0
1190,2,1,34,37,-996,26,95,1,-4
1191,2,2,22,-997,-997,48,323,0,0
1192,2,1,21,-997,-997,40,230,0,-4
1193,2,1,25,32,-996,29,48,0,-4
1194,2,1,24,24,32,-999,-997,-997,-4
1195,2,2,34,37,-996,33,17,1,0
1196,3,1,-998,-998,-998,-999,-998,-998,-4
1197,3,1,25,29,-996,24,20,1,-4
1198,3,1,25,28,31,28,27,0,-4
1199,3,2,19,30,-996,17,27,1,0
1200,3,2,28,31,-996,24,44,1,2
1201,2,1,-998,-998,-998,-999,-998,-998,-4
1202,2,2,22,26,-996,20,30,1,0
1203,2,2,26,29,-996,25,18,1,0
1204,3,1,-998,-998,-998,-999,-998,-998,-4
1205,3,1,18,19,31,17,7,1,-4
1206,2,2,-998,-998,-998,48,-998,-998,0
1207,2,2,19,25,-996,27,97,0,0
1208,2,2,-998,-998,-998,-999,-998,-998,1
1209,2,2,18,26,29,23,65,0,0
